Text	Class
"Watch this song..Awesome
<https://youtu.be/4Ax1099ML-Q>"	NOT
Very very nice Bor	NOT
Very nice video	NOT
Epic movie	NOT
"I had head ache during this movie and also post movie.. I simply hated the
movie , completely disagreed and indigestible plot... & people were like how
can u dislike the movie.. whereas I'm shocked what is there to be liked except
the songs..."	OFF
Super bro	NOT
Good job,,plz sub	NOT
Weren't you a liberal yourself?😂	NOT
That is why I like amir khan	NOT
Best film for sahid Kapoor	NOT
"If you are a man then you are a fool of india..now women are fighting for
men...do you know that?"	OFF
"This mentally ill Lady is a barking Street dog whose intentions to pull
people's attention that she is alive"	NOT
"Ram Raja - she is a female dog - who can’t even keep a husband - married and
separated twice because she likes to sleep around"	OFF
Manjee.. Chakshu ji.. Nd.. Akhil ji... 😁 😂 🤣 🤣 🤣 fab.. 😁 😂 🤣	NOT
"Totally agree with ur points bro nd kabir singh haters must have girts to
counter these points if they can't then they must shut their fuckin mouths
rather than vomiting diarrhoea against d movie.....if they doesn't want to
watch d movie then who is forcing them......."	OFF
"All of you r jealous of Ranu Mondal. .you have no education. .bt we support
Ranu ji fr her talent ...we never interfare her personal issues. .we love her
devine voice. .dats it.."	NOT
"hi pratik, hope you are doing well. Call it a coincidence or anything, I came
across a designer liberal page criticising Kabir Singh for MISOGYNY. Frankly
speaking I have seen only Arjun Reddy, and I was unable to find single trace
of misogyny anywhere. If these people were so concerned about women, there
will call out real tharkis in our country. But anyway they like Veere Di
Wedding and 4 More shots please. So better neglect them and let them whine
like babies. Loved the couple Arjun and Deepthi, Kabir and Priti👩‍❤️‍👨👩‍❤️‍👨.
Movie is top class. Keep up the good work 🙏😇"	OFF
Kabir singh one of the best love story. Dil se jud gayi movie	NOT
"Shadaa by Diljit Dosanjh  
Review  
Please 🙏 🙏"	NOT
col	NOT
You are talking real sense bro..	NOT
One word for u bhaad me jaa chudail	OFF
"Wow...pratik sir u r analysis really superb...hope more people like u exists
in bollywood critics...fk those paid critics nd pseudo femmies nd commies...."	OFF
"Mensutra is the leader of youth....Thnx for your contribution to our Indian
Society"	NOT
Arundhati Roy has biggest bowls ,,,,,,,	OFF
Love from bd💖💖🇧🇩	NOT
hlooo	NOT
@Babu Lal good morning ji	NOT
"Please do a fan meetup! We want to meet you in person. There are many
community centres in and near Saket that you can book for same."	NOT
awesome movie..	NOT
"how can u talk for so much time and u looking just at the camera.. which means
it's like talking to yourself.."	NOT
good	NOT
Finally, i can legally call indians gay	NOT
Really	NOT
Totally agree👍	NOT
"As per Arundhati she should give her name as Kung Fu Kutiya and she should
keep practicing balancing tooth brushes on her nipples (god of small things),
that is all she is worth for. They (Roy, Kavita Krishnan, Shehla Rashid)
should rent apartments in Hira Mandi)."	NOT
Ayushmann khurana nawazuddin siddique rajkumar Rao are really good actors	NOT
8617618488	NOT
"Ya gay person never like girls....but they won't going into violence against
girls...ur approach is entirely wrong man😒😒😒👎👎👎"	NOT
No means no... Awesome sarcasm...	NOT
"తమ్ముడు వైపర్ ఏంది నీ బాధ... 🤔  
గమున్నుండవాయ్...  
రిప్లై ఇవ్వలేదని ఓ కామెంట్స్ పెట్టుకుంటూపోతున్నారు  
Shahid he is good actor & better then khan's So we are all just encourage  
  
Don't negative be positive  
Prabhas & shahid one of the greatest friends So I'm just supporting  
  
I'm member of prabhas fans association  
  
Eagerly waiting For shad's oF saaho  
  
Just waiting all"	NOT
I think you are one of the most honest youtubers on the platform. Respect! 🙏	NOT
All hutiyas one side and swetabh one side.	OFF
amezing brother🤘	NOT
"Give the fake name and fake details and you will end up being unable to vote,
nor open bank account nor apply for any social benefits..."	NOT
কামরুন নাহার right	NOT
"to moto chele a rakom ma der chere dei tar pare ninda kare
i heat you ."	OFF
Nice msg in end. Awesome video 👍👍👍👍👌👌💗💗	NOT
"Yes I saw in reality how protective lesbian girl is when it comes to her
girlfriend..... Salute to that girls...lgbt rocks"	NOT
Good.. :)	NOT
"Iam a medical student and we give atleast 6-7 hrs for subjects . There is
nothing like personal life in medical field. For the sake of patients you have
to sacrifice your personal life."	NOT
She is a drug adict n dinner girl of billionaire	NOT
"these mental congress paid leftist so call intellectuals thinking Hindustan is
a jock.. these group will be behind bar or will be eliminated before
2023...just wait...this govt will not spare"	NOT
Kabir singh 2019 most overrated movie🤮🤮	NOT
Hit like if you love ayushmann khurana	NOT
@Sayan Bose Thanks.. Respect.	NOT
"Have u watched 3idiots, OMG, queen, Parmanu, Bajrangi Bhaijaan, Sultan,
Dangal, Padman etc?????? Better try to watch these good movies and remove ur
negativity about bollywood."	NOT
Right 👌 bro	NOT
Best and well studied review bro...👍	NOT
Totally agree......bro..Specially for Army and for country security...	NOT
"Al9


,Alicia"	NOT
Who is watching this after india beat afganistan in world cup 2019.	NOT
Extremely sad, very very tragic.	NOT
I hat ranu Mondal	OFF
Sucharita tyagi is awesome	NOT
Sucharita tyagi is chutiya critic.	OFF
"At [14:27](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=14m27s) ...this is
What i said to my Father after 12th 😂😂😂😂😂😂😂"	NOT
Homosexuality is ban	NOT
Pseudo liberals are themselves too much intolerant	NOT
good job done by this man	NOT
Your voice is very sweet	NOT
Ya he is the only who talks sense on you tube	NOT
+Naughty World hiii	NOT
It's good video but not good to murder of female	NOT
<https://www.bbc.com/marathi/india-49022841>	NOT
This movie is really great	NOT
"I saw arjun reddy.... i am not a liberal or a feminist but it is my opinion I
saw arjun reddy yesterday on amazon and for one i had to pause whenever
character speak bcoz d subtitles were too fast i didnt have time to read the
whole thing.  
Secondly i didnt like arjun ka character- womZaniser, drug addict,
alcoholic.and very abusive.  
Thirdly, by saying i like thia girl in particular clothing and then going from
class to class plus the girl's hostel and giving it the name of love isn't
love at all and it's CREEPY like srk chasing after kajol in DDLJ.  
Fourth point, after repeated pleas by his parents, he still drinks and smokes.  
He was shown in a negative light....but atleast there was a courtroom scene.  
And he is proud to say that while he was high none of his patients died?
Seriously?  
He slapped a girl when it wasnt expected at all. He was very regressive. Not
only regressive but spoilt, unapoligetoc and obnoxious.  
One time watch but yet inspite all this i could see the effort made by the
makers.  
GOOD EFFORT... I DIDNT SAY GREAT FILM. THERE WASNT ANYTHING GREAT ABOUT THE
FILM. ARJUN REDDY WAS as my teacher would say A SPINELESS JELLYFISH."	OFF
Bro, Nice video	NOT
You are alright	NOT
"This lady from BJP is crazy this is how u react man such a foolish and
ignorant lady"	NOT
I just love how two women shout over each other about another women.	NOT
Feminists​ & Liberals are curse to humanity	OFF
"I hate these faminisim.....they don't know even the meaning of it ....and
called themselves feminist....real woman don't care of them..."	OFF
"All the libtard reviews are like...  
  
""No woman should watch the movie""  
""No one should like the movie""  
""If anyone likes the movie they are a terrible person"" 🤦  
  
Even if they are not outrightly saying those statements that is exactly what
they are implying...  
  
They don't care about the 10s of thousands of women who come out of the
theaters saying they loved the movie...🤷 Because they are wrong and only the
liberal feminist point of view is the absolute truth...🤮"	OFF
Toy Story 4 review sir please	NOT
Super 🤠🤠🤠	NOT
"@jacky ju IF YOU WILL TAKE 5 ML TESTOSTERONE HORMONE INJECTION AND NOT FIND A
FEMALE YOU CAN EVEN FUCK A DOG"	NOT
GaNgss Of wassepur Fanss Hit A like....😂😂😂	NOT
I totally agree with you sir 💯	NOT
Salute	NOT
"bro bro....😂😂😂just try and replace the girl with ur sister or anyone close to
ya.."	OFF
You got a subscriber 👍	NOT
"Sir I Have Sent A Personal Message To You on Instagram .... Please Make a
Video on it"	NOT
"Arundati has to go to Bangladesh..... And we have to change her name to
kutta.... 💐💐💐💐"	OFF
"Gay are not criminals, its a sexual identity, please stop sending wrong
messages"	NOT
"Wow that's cool bcz i love all lesbians & gays. They are more spacial than uh
in my opinion. So i support them cz i respect them ❤❤. Bt i m nt a lesbian"	NOT
"This is the failure of the Judicial system, they should make laws to punish
women who misuse this law."	OFF
"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no feminists protesting for that ?"	NOT
Superb nice movie	NOT
I died at Shahid Khan , Kabir Khan 😂😂😂	NOT
"I guess it's the first film where every reviewer on youtube had a different
opinions and views .. woh!  
but I just loved the film!!"	NOT
Now arundhati roy destroyed herself	OFF
"There is no action taken against woman, who file false 498a cases, so crime is
the only option left for a sensible Men like him, who was looking for
justice..."	NOT
"Bad boy character is more preferable then good character in girls eye...that's
why destructive films popular..."	NOT
"Well I do agree with most of the points you said..but I just feel that the
initial things done by Kabir in order to approach Priti were kind of scary.
Normally any girl would get scared. Priti's reaction to all of that was kind
of weird to me."	NOT
Watch Section 375. It's a masterpiece exposing feminism.	NOT
Bhai types of girls series continue Karo...	NOT
Very good video	NOT
Yes bro you ar right	NOT
@Franklin Bro. I agree 💯% with u...	NOT
"Shwetabh pin my comment.
You are too good man."	NOT
se se se it's hearing looking feeling veery bed...	NOT
"If films influence societies then Kabir Singh marks the beginning of a dark
society"	OFF
"Gazabb review .... I thought you would praise this film... Thank God you
bashed it.... Love your review"	NOT
Finally, most anticipated video of Shwetabh sir!	NOT
Sonagachi hit like❤	NOT
Encounter................Encounter................Encounter..............	OFF
If you have guts then speak against child rapist prophet mohammed	OFF
"I have not seen kabir singh yet bt have seen Arjun Reddy. Grt movie. U r very
much right to point out the hypocrisy of the liberals and so called
feminists.Actually they themselves r confused of what they want in life and as
a result of this they live a lonely life at the end of the day. They don't
want to understand relationship. Their feminism starts with the f... word and
ends in the f...... word."	OFF
nice bhai	NOT
"Expected some what like the level of Wassepur.. Disappointed.. And yeah
don't... Bring in the anti feminist or cult kinda thing.. Just put your
view... Self destruction is a good thing.....be it substance abuse.. A
""thing"".. Or a lifeless soul.. Shut your mouth and start respecting your
mother.. In fact u need your parents help"	OFF
200 crores club movie hai ye 😂	NOT
One word for all haters go die somewhere else..	OFF
Oooo super	NOT
Hate this	OFF
Savdhaan India, Kabir Singh fights back.😁😁	NOT
@Pawan Kakade Dude joker sucked. Watch my review and open your damn eyes!!	OFF
😂😂amazing practical person	NOT
Hypocrisy... is a disease	NOT
true	NOT
"Even I watched the movie and I had similar thoughts, but the only appreciable
part was Shahid's acting."	NOT
Nicevedio	NOT
Hi8	NOT
I am a big fan, Pratik Bhai love from the USA 🇺🇸😍	NOT
They will know in 2024 Elections when we vote for Modi Government in Majority.	NOT
Nawazuddin a toxic character babat realistic presentation	NOT
Right sir ...	NOT
If anurag kasyab directed this film then it will be like crime petrol show.. 😂	NOT
Once again you nailed it!!. Keep going brother.	NOT
"This whore is a member of psuedo intellectual secular gang.She made a villa in
naive ST's land."	OFF
"Frankly I liked only Shahid and his friends acting and their relationship than
actual love story."	NOT
From thumbnail I thought it is carryminati	NOT
"Someone told me ki if you're trying to find out logics you must find it in
life not in films. So watch a movie with just nothing"	NOT
"10000% true 👍👍👍
Kabir singh is a big chutiya movie"	OFF
Pls review joker......	NOT
Ok thanks for your	NOT
1000th like👍	NOT
"Fuckboy isn't good , but a bully isn't either. Skewed feminism is dangerous
and so is toxic masculinity. I totally understand that you have a lot of
hatred for liberals n feminists which is justified coz of what a lot of them
have been propogating but not every idea of feminism is wrong pratik.
Bollywood has a history of showing these things ""cool"", that is my only
problem with these characters. I am all game for negative characters but I
don't like them being glorified, making them look cool. I won't even start
with 4 shots, I didn't even like alia's aggresion in gully boy so it's not one
sided. As much as I enjoy your views on nationalism, our history , I didn't
feel comfortable watching this. 🙏"	OFF
Yes, u r right man	NOT
Kabir Singh best love story ever 😘😘	NOT
"As a lesbian, I wouldn't say it'll ""completely"" contribute to reduction in
population. They need to legalize 2 children policy like China did. Also, all
couples should adopt at least 1 orphan instead of trying to reproduce. Only
25% of orphans are being adopted and others will be 18 then kicked out.
They'll become homeless. Rural areas should stop reproducing lots of children."	OFF
"If u need a realistic and grounded love story, watch '96\. Vijay setupathy and
trisha. It is a tamil movie. watch it with subs."	NOT
"Hit like for shwetabh gangwar.
👇👇"	NOT
Waste a bullet on Arundathi Roy...she is a traitor	NOT
Ranu is a bad girl👍👍😸😆😂🤣	NOT
"Phone sex iam from Odisha state bhubaneswar iam just 24yr old hot and sexy boy
09777070288"	NOT
Who the fuck disliked the video?	OFF
<https://youtu.be/Jtf5L1h-q9I>	NOT
My.darling	NOT
I think chhichore is more realistic.	NOT
Isiliye to real life ko movie se compare nahi kr skte.....	NOT
"Tue film is amazing...sm. ppl in dis country have problem wid
everything...intrstngly these ppl dn hv any problem wid d things that r
actually wrong..."	OFF
Arundhati roy is a gr8 writer arnab pl dnt mislead the public	NOT
Why give importance to her nonsensical utterances? No talks, only arrest her.	NOT
Love you didi 😁	NOT
"Immediate arrest her.  
who gave her prize?  
redicuous ....."	OFF
"Kabir Singh is dubbing of Arjun Reddy Tollywood industry film directed by the
same guy Sandeep Reddy Vanga and what's so surprising is this movie is biggest
blockbuster of Tollywood industry in the respective year. Need more men like
you to get youth's mind into correct direction. Respect for your work man."	NOT
Tike asa..bro..i like you...	NOT
"I also watch thousands of worldwide movies Korean,Japanese,Hollywood,Taiwan
seriously after a decade I will tell you that kabir singh/Arjun reddy is a
cult classic movie in india it’s not a simple love story.bro you are awesome
you are telling the real truth.❤️"	NOT
That's the truth	NOT
Coming to Delhi to watch your videos bcox net is off in Kashmir	NOT
You're a true genius!😎😎😎😎😎😎	NOT
"Harr Londa samajhta hai main Kabir Singh hu, EX: main chain smoker hu like
him, main abusive hu like him, alcoholic hu as usual like him but when it
comes to education, wisdam, carrier non of these even exist for em."	NOT
Right...	NOT
"NPR will help reaching govt schemes effectively n proprly to minor
communities."	NOT
Beautiful	NOT
"@usher luck Fair enough then ... The director's approach isn't very clear to
me however , may be it's misinterpreted , may be not . And can't comment on
the movie scenes . Started my comment stating that didn't watch it."	NOT
Nice review brother love you	NOT
Make video about Indian series streaming on Netflix and Amazon prime	NOT
"@NIRMALYA SASMAL just tell me one thing have u watched the whole speach it's
just 4-5 min u should watch it."	NOT
"I agree with you but I have a point too. Before elaborating my point, I want
to let you know that I'm here after seeing the ""Joker Movie analysis"". I
firmly believe the male character in Kabir Singh was irresponsible and doesn't
have any reflection with real life or practicality. As you said in the later
part of this video, ""if you're in relationship and your partner is self
derogating then run as fast as possible."" Don't you think this line defy your
Joker analysis, where you appraised/empathize Joker's mental state and called
the movie INCREDIBLE. But in this part you said to run ftom such type of
person, if we all keep running from person who're mentally ill then were would
our generation will end up. I'm not saying this all because I like Kabir
Singh, I'm saying this because I have depression, anxiety and personality
disorder. In the movie ""principal"" told the class about his Anger management
issue.
Kabir also has emotional/mental issues but I guess you didn't observed him
precisely as much as you observed Joker. As per WHO, one in every 20 Indian
suffer from depression; 5 out of 100.
Hope you understand what I'm trying to say. Peace ☮️"	OFF
"@mala sahu India is a failed state and so do NSA , you cant scare us with your
""Nazi Gestapo"" crap"	NOT
@sonali roy r8	NOT
**shahid fans hit like 😍😍**	NOT
Great Job !	NOT
"Hitesh Kumar see here in youtube some misandrists are commenting using fake
I'd.Some female misandrists are a snake of two face that means they says that
498 must be banned but they work for developing laws against men.This type of
misandrists are just a spy of radical misandrists.They are doing drama of
gender equality at daylight but at a secure time they change their form.Those
are the misandrists in the coat of gender [equality.Be](http://equality.be/)
careful from them and try to identify them.They just watching us to provide
the informations to the local misandrists in the form of gender
[equality.Like](http://equality.like/) a spy uses beard so that he cannot be
identified.Sometimes those misandrists make id using photo and name of the
boys"	OFF
"Let AR use her name as range & billa and fill the same name when applying for
her Visa to any overseas countries  
Why our govt is napunsak and not revoke her passport/visa or even arrest her"	OFF
Bhai good analysis	NOT
Super boss	NOT
arnab you must retire now. you are done.	NOT
"Best review. Khup negatives reviews milale Kabir singh la.. Filmi corporation
chya Suchitra tyagi tar Vish okalay tichya review madhe.. Go to masses man..
Movie is getting excellent response from people.. This type of love story is
encouraging in today's world where one night stand and extra martial affair is
comon"	NOT
@Naveen Shekhar I know that's exactly what I said .	NOT
"Hi iam from Odisha state bhubaneswar 09777070288 I want make friendship with
you and meet with you if you are interested msg me on whatsapp and call me let
see 7 mine"	NOT
Seriously so sad to say but ... Tatti movie	NOT
@aam admi ok	NOT
"Exactly these assholic memers posted piles of shit memes on social media about
this absolutely rubbish and nonsensical film , I can't even call it a film
such directors should stop making movies asap otherwise already shitty
bollywood is going to become even more shittier"	OFF
This is really a good 1🤗🤗🤗🤗🤗	NOT
No nice video 👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨	NOT
Ranu is a	NOT
I love u sakib but opu sotiya	NOT
Salute You bhai.... Your best review till now... Dho dala...	NOT
Love u	NOT
I studied really hard the next few days after watching this movie😂	NOT
If I shoot her, will l be jailed or I can get away with that?	NOT
Pratik bhaiya l want to ask you something	NOT
"I cannot understand how a government is sparing a antinational element
Arundhati Roy ? Her this coment is enough to be prosecuted in NIA ."	NOT
Nice video 😘😘😘😘	NOT
"Govt official take census at arundhati Roy's house.. what is your name maam
..roy says- my name is cunning bitch."	NOT
Just when i was thinking wrong you just made my mind clear. Thank you.	NOT
Disgusting	OFF
Justice served....	NOT
Not thanks to God.Only thanks to you dada	NOT
"Arnab don't give more important to Mrs.Roy. Just take her in custody and
demonstrate law exist"	NOT
"Lotous come out from mud but it is expected it must be shunned the stink of
mud."	NOT
Good....	NOT
Hahhaaa	NOT
Nailed it ...outstanding reply to film companion and others	NOT
Super vai	NOT
"@Arnab: Do you know what are the plans of Govt with the Illegal immigrants?
How would a refugee prove religious persecution? Why have we shown selective
compassion?  
Do you really think it is the right time for India to do an activity like NRC
given the facts that almost 20% population are below poverty line and 30% of
adult population are still illiterate which constitutes more than 50% Women
who are still deprived of their basic needs. Do you think, this is the time
such exercise would be of any beneficial to India? Don't you think the CJI and
GOI has wasted our huge 16K Cr rupees in this unsuccessful exercise and if we
live the money aside, look at the extent of trouble and pain people went in
Assam due to this.  
The reason I Pointed to NRC is because NPR is nothing but Opening Step of NRC
and with reference to Scroll.in(correct me if I am wrong) the new questions
added to NPR are indicators of the NRC exclusion process.  
You being a Journalist and from Assam, doesn't this pinches your heart and
raises alarm. Is there no value of human life on this land anymore?  
  
I strongly Oppose NRC, Oppose CAA amendment in the current situation.  
Was there any effective effort from GOI to stop the infiltration?  
  
GOI is just find ways to treat us like goats every now and then.  
  
I know, this questions should be thrown at GOI, however, as I see you a so
called representative of the GOI most of the time, so, I am throwing this on
you.  
Moreover, whats wrong with you getting stuck in this stupid debates on who
told what. Everyone around us promote lies everyday. Nobody really bothers
that anymore. Starting from PM to HM to Activist everyone promotes lies
everywhere but no facts. So, Arundhati is no different, where we cannot trust
the PM/CJI for that matter, who is Arundhati in that league. No one cares
about her. I stopped watching your channel, just thought of looking over today
for a change, but nothing changed. Same insensitive arguments and false
narratives. I wish I could say alternate narratives, but I see them clearly to
be false.  
Also JFYI, I supported the change in Govt, but really regretting now. I dont
support any political party anymore. So, please dont ask me why didn't I speak
during UPA rule. I dont have to answer that to you."	NOT
Good job bro 🤘❤✌	NOT
Thanks brother for your good explanation .	NOT
NICE Shirt Pratik Bhai 😂	NOT
"She is social pollutant  
She should be arrested as quick as possible"	OFF
I lov ur video dada. ......	NOT
"This movie hits at people's Mesmorism about a king... Because he is a king he
is justified being doing all"	NOT
Good job.	NOT
This movie was total shit...	OFF
Nice review .. can i get a like	NOT
Wow amazing videos	NOT
your are no Santa Claus	NOT
"Very good... throw out these homosexuals out of India... bloody rouge.. bloody
SC deteriorating Indian culture... bann the SC first... bloody old gay
judges..."	NOT
"I appreciate what you are saying.I will always support you  
  
  
  
whatever it takes"	NOT
good job jahangir	NOT
that's is rong yarr	NOT
"This lady is the true face of urban naxal,and is paid by western countries and
isi to destroy india by giving provocative speech,she should be put behind
bars"	OFF
SUSSANE arundhati roy	NOT
"if you reading this comment So I want to suggest you a book named ""Incognito
written by david eagleman""
its really great book you wont regreat reading it"	NOT
Thanku sir.... You're awesome	NOT
"Ms.Roy should have been arrested immediately when she is enticing people in
the public."	NOT
"Now, remember these English speaking monarchy minded Congress and hippocrate
Communist have to polish shoes of common people and they will get room below
shoe to take rest."	OFF
"Check the news:  
A guy from TikTok name Ashwani Kumar murdered a flight attendant he was
obsessed with. He was uploading villain clips on social media imitating Kabir
Singh."	NOT
"Exactly bro...... you are absolutely right. I am with your thoughts. Please
keep posting these kinda videos really appreciate your work"	NOT
Nice vedio	NOT
You are absolutely right dada,	NOT
Review Joker bro	NOT
scary tube lol 🤣🤣🤣	NOT
@Anindita Maity nice sister... you are right	NOT
@Its chakshank wlcm❤	NOT
"Didn't see a video so demeaning of lgbt and women alike... U guys should be
ashamed! Which day n age r u living in? Hope I cud spam such videos."	OFF
"Even lgbt people have their own standards lol ...I'm gay but you will never
find me drooling over boys in public for mere pleasure... And also I have a
type."	NOT
You really want to spoil such masterpieces?	NOT
"Alpha male is a pack builder not a timid destroyer who hides behind the mask
of masculinity... Yes only dumb girls who has extreme psychological issues
themselves can fall in love with such a gross character !!! Codependencey is a
thing ... Kabir shing is a portrayal of toxic codependency only !!! A sane
independent girl will run miles away as soon as she smells a Kabir shing ...
But if she doesn't and embresses the insane dominant dynamic then mere Bhai
you both have deep rooted psychological issues and need immediate therapy ...
Otherwise together or not both are doomed my friend !! In my opinion if you
even like the character you need therapy ...  
Ask yourself what within you makes you like and imitate such a gross tatty
character!! Very very problematic"	OFF
I. like you very nice	NOT
Media and public Bengali film land of women public television series is a good	NOT
"Real man is someone who has purpose in his life. Purpose makes our lives
meaningful."	NOT
Nice Bro	NOT
Your biggest ac	NOT
Fuck feminism !	OFF
"I love you brother for saying this on this platform. I completely agree with
your thoughts."	NOT
Omg what a retard	OFF
Super!!	NOT
Your right my friend	NOT
U are right	NOT
Great job jahangir bhai	NOT
Nice apu didi	NOT
"@Pratik Borade bro i have master's degree in physics from IIT kgp. Seriously
dude you should reads books. I am not even laughing at you. I feel pity . I
feel pity for myself for wasting my time on some dumb YouTuber. Hasi ka patra?
Some one pls just kill me I can't take it anymore"	OFF
Hmm	NOT
"Kabir singh is synonymous to every rickshawallah who drink and and beat their
wife , are sex addicts , and sulk when their wives leave them. Wonder why
people dont make movies on them"	OFF
"From the depth of my Heart i like the way you observe things and share your
point of views... this is my first comment please sir give Heart ☺"	NOT
@Amritpal Singh yes	NOT
Bollywood lionize shit	NOT
I m thinking that u r reviewing a movie or just using it for poltical agenda.	OFF
Jhand movie is the perfect word	OFF
U r true bhaii	NOT
