Text	Class
rangzen peopl stop fake activist troll ruin freetibet movement     tibetan humanright boycottchina dharamsala  tibetan dalailama bhorangzen 	NOT
yoga women read  remain young fit yoga know benefit    worldblooddonorday shameonicc savebeng fridayfeel   meninblackreview theunmissablemeet  doctorsstrik engvwi 	NOT
dhonikeepstheglov  real hero dhoni dhonikesaathdesh hai dhoniisback 	NOT
case wonder goptreason stronghold peopl afraid trumpisatraitor sociopath behavior afraid data harvest russia â€œon republicanaffili targetsâ€ dig hillari  read ðÿ'‡ðÿ¾	NOT
donâ€™t get mani peopl follow stil sport hero state    murder oj 	NOT
islam mission wahabi terror jehad rapist looter murder madarsa masjid twinklesharma delhi bare 	OFF
 corybook say man return twitter ban ðÿ˜‚ðÿ˜‚ðÿ˜‚ ðÿ–•ðÿ¾your crimin   impeach immedi   fucktrump	OFF
mahendra singh dhoni love nation arm forc soldier intact truli commend nation hero one repres countri better stand msdhoni  dhonikeepstheglov dhonikesaathdesh   indiawithdhoni 	NOT
icc yes u bugger look  weather engvswi  match total conspiraci team england choos venu rain chanc r zero come eng never face rain   shameonicc	NOT
icc  pray namaz field noth wear glove symbol sacrific violat rule  great stuff hypocrisi best dhonikeepstheglov dhonikesaathdesh  bcci msdhoni	NOT
oj go take time find real killer long enough get even  disgust  ojsimpson serialkil murder	NOT
oval offic moron embarrass us fucktrump 	OFF
realdonaldtrump ha ha ha ha cos us know violenc ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ fix ur problem first dickhead	NOT
govpritzk evil man murder	OFF
dear icc arrang boat race championship flood ground instead cricketworldcup n give trophi captain team match fittest  imvkoh n men sport  shameonicc bcci  engvwi 	NOT
yeah even muslim donâ€™t eat halal love sex hindu women halal 	OFF
need remov minor law  minor   islam  terroristhasreligion  rapist  populationcontrollaw    amitshah   narendramodi   ccaskanshul	OFF
hey icc pls get kit make sure game indiavspakistan happen schedul cricketworldcup    shameonicc rainstopsmatch      	NOT
vox sentenc â€œnoth wrong listeningâ€ resist resisttrump fucktrump 	NOT
us militari brief realdonaldtrump major cyber warfar oper russia amp hostil foreign power dont trust betray oper enemi nation  hes alreadi done trumpisatraitor impeachmentinquirynow	NOT
realdonaldtrump yes impeach legal seen first presid impeach  impeachmentinquirynow   impeachtrumpnow   impeachtrump   trumpisguilti   trumpisadisgrac   trumpisnotabovethelaw   trumpisatraitor   trumpistheenemyofthepeopl	OFF
analysi fox news cross line biden resist resisttrump fucktrump 	NOT
narendramodi sir pleas look bihar children need attent much rememb children famili also done vote favour 	NOT
stephenbright  nation john mccain day fucktrump 	NOT
gandinaaliinsult gandinaaliabus sambitswaraj  arnabgoswamirtv ppl dirti ganga year deliber r today abus narendramodi coz taken upon  clean mess incindia long neech behavior get real	OFF
break news controversi dhoni decid tackl issu sunday indvaus clash ðÿ˜€    decid parajump ground badg    dhonikeepstheglov   dhonikesaathdesh 	NOT
aimim presid barrist asaduddin owaisi slam pm modi  said tell transport aircraft disappear  june shaa allah media intellig said alien came sky took  asadowaisi   	NOT
doctorsfightback mamata vs doc latest updat dharna didi get tast medicin aiimsrda hand  ultimatum     	NOT
fucktrumpðÿ'©  fuckpompeoðÿ'©    vijay prashad us rush blame iran tanker attack much world push diplomaci  via democracynow	NOT
darleneedw  mitchpleas mcconnellchaocorrupt mcconnellmustgo   ditchmitch  ditchmitchandchao   mitchmcconnel mitchmustgo mitchsocorrupt chao   trumptantrum trumpisatraitor trumpisafraud   trumpforprison     prison mitch thee best ring itjohnmccainday 	NOT
gandinaaliabus shame congress use filthi languag congress deserv anhil indian polit scene	NOT
articl juli   yes like laugh othersâ´ expens  borisjohnsonshouldnotbepm 	NOT
realdonaldtrump obvious dont know anyth johndean  losertrump donthecon fraud liar liarinchief trumpisafraud rapist	NOT
got averag mark exam ur dad like    dad à¤µà¥‹ à¤®à¤¿à¤¶à¥à¤°à¤¾à¤œà¥€ à¤•à¥‡ à¤²à¤¡à¤•à¥€ à¤•à¥‹ à¤¦à¥‡à¤–à¤¾     à¤¹à¤¾ dad cuteandbeauti    dad à¤•à¤®à¤¿à¤¨à¥‡ à¤®à¥ˆà¤‚ à¤°à¤¿à¤¶à¥à¤¤à¥‡ à¤•à¥€ à¤¬à¤¾à¤¤ à¤¨à¤¹à¥€ à¤•à¤° à¤°à¤¹à¤¾ à¤‰à¤¸à¤•à¥‡ à¤®à¤¾à¤°à¥à¤•à¥à¤¸ à¤¦à¥‡à¤– à¤¹à¥ˆ  à¤®à¥‡à¤°à¥€ à¤šà¤ªà¥à¤ªà¤² à¤•à¤¹à¤¾ à¤¹à¥ˆ	NOT
billcosbi forgot rapist	NOT
indvspak play last onebillion peopl watch rain sunday gonna huge loss icc financi    poor plan cricketworldcup   shameonicc 	NOT
davidfrum  that cute absolut true  that work douchebag   lie wont help	OFF
hittsvora rahulgandhi true charact raga begin anoth term buffooneri congressmuktbharat way forward nation	OFF
ummmthey crimin fucktrump fuckmcconnel fuckthegop 	OFF
mpvadodara mam pls dont promot privat univers whose owner rapist rather share good news faculti social work msu achiev	OFF
realdonaldtrump get ball drop littl  microdick  trumptantrum  mcconnellchaocorrupt  resignorbeimpeach  fathersday  trump  johnmccainday  trumpforprison    trump lifetim traitor  trumpisatraitor   trumptreason   trumpli 	OFF
hitleranyoneanyonethi hitler shitthi hitler fucktrump fuckthegop 	OFF
borisjohnson blew debat british prime ministeri candid empti chair said lot  borisjohnsonshouldnotbepm toriesout toryleadershipcontest brexit brexitchao stopbrexit	OFF
mlledoux left hotel airlin â€œuniversityâ€ steak scam vodka scam wive children etc fucktrump impeachtrump	OFF
trumpisatraitor cocainmitch help russia patriot american traitor cocainmitch block cybersecur legisl  elect 	OFF
whitehous happi john mccain day fucktrump 	NOT
see republican turn presid compromis integr dirt associ direct say member congress take info foreign countri fucktrump proudamerican putinspresid	NOT
truth trumpisatraitor  canâ€™t wait seehiminhandcuff 	NOT
icc tournament shikhar dhawan  love stori continu    indvaus  icc   india dhawan indiawithdhoni indiastandswithdhoni dhonikeepstheglov	NOT
coupl separ thousand mile hunger strike daughter separ mum whilst starv jail bori johnson fuck upnnthat one famili ambit fuck entir nation generalelectionnow pictwittercomalhhsutybz	OFF
goplead susanwbrook happyjohnmccainday   ðÿ™œðÿ»ðÿ™œðÿ»ðÿ™œðÿ»ðÿ™œðÿ»ðÿ'™ðÿ™œðÿ»ðÿ'™ðÿ™œðÿ»ðÿ™œðÿ»ðÿ'™ðÿ™œðÿ»ðÿ™œðÿ»ðÿ™œðÿ»ðÿ™œðÿ»ðÿ™œðÿ»ðÿ'™ðÿ'™ðÿ'™ðÿ'™ðÿ™œðÿ»    trumpisatraitor  kevin	NOT
benshapiro conservativeintelligencia work benjamin   foxnew foxnewslackey     douch douchebag destroy	OFF
focus manag instead keeper glove ðÿ˜¡ shameonicc icc iccmediacomm cricketworldcup 	OFF
case recent year involv unwilling pay fee amp dissatisfact outcom medic case  similar problem rise mani countri public hospit struggl cope age amp complex patient  doctorsfightback 	NOT
thejjallen bettybow repli tweet say someth akin  oh yeah   bullshit  said polit fuck   next repli chief   perenni victim oppress  dickhead	OFF
donald delus discount resist resisttrump fucktrump 	NOT
injustic anywher threat justic everywher  martin luther king jr    everi part communiti must stand time crisi  doctorsfightback   doctorsagainstassualt 	NOT
sound act like steven seagal best worst version new york tough guy outak soprano trumpresign trumpisatraitor trumpmustresign trumpsaninternationaldisgrac 	NOT
thedailybeast didnâ€™t commit one get elect pathet countri allow douchebag get away	OFF
realdonaldtrump fantast news youâ€™r ignor child fatherâ€™ day golf one kiss feet lindseygrahamsc must delight favour one today    locktrumpup  impeachmentinquirynow  impeachtrump  impeachbarr  impeachmnuchin  trumpisatraitor	OFF
mani peopl say thereâ€™ secret deal mexico wrong anoth fake news stori proof right  resist fucktrump 	NOT
joeturcott gop yes anim slaughter excit   trumpisatraitor	NOT
kevobevo short man cop syndrom douchebag noexcus	NOT
à¤•à¥à¤› à¤­à¥€ à¤•à¤¹à¤¨à¥‡ à¤¸à¥‡ à¤…à¤šà¥à¤›à¤¾ à¤¹à¥ˆà¥¤ à¤•à¥à¤› à¤­à¥€ à¤¸à¥‹à¤š à¤¸à¤®à¤ à¤•à¥‡ à¤¬à¥‹à¤²à¥‡à¥¤ à¤¨à¤¿à¤¯à¤® à¤•à¤¾à¤¯à¤¦à¥‡ à¤¨à¤¾à¤® à¤•à¥‡ à¤­à¥€ à¤•à¥à¤› à¤šà¥€à¤œà¥‡à¤‚ à¤¹à¥‹à¤¤à¥€ à¤¹à¥ˆà¥¤  let concern team take care let divert main topic india win   howev msd dhonikeepstheglov  	NOT
correct time moder cannot moder head insid tiger mouth fucktrump 	NOT
alabama tradit sheriff lose elect steal wast money destroy public properti resist resisttrump fucktrump 	OFF
 murder cold blood killer	NOT
hope go shop cover weekend icc    shameonicc  	OFF
empti space place vacuous bumbl lie racist bori clear trump admir borisjohnsonshouldnotbepm 	OFF
idiot ðÿ'‡ðÿ'‡ðÿ˜‚ðÿ˜‚ðÿ'œ  douchebag ðÿ¤¡ðÿ¤¡honkhonk 	NOT
 govt doctor tender resign west bengal accord strike junior colleagu mass resign report nrs rd kar school tropic medicin elsewher    doctorsfightback doctorsprotest 	NOT
support doctor countri deserv better higher level appreci    take bow    savethedoctor  protectdoctor doctorsfightback narendramodi  amitshah doctorsstrik imaindiaorg indianmedassn mci neet indiandentalasn dentalcouncilpr	NOT
longterm solut pressuris central govt make bill safeti workspac overal attent healthcaredont make fight betwn tmcampbjp otherwis crux protest lost incid happen doctorsfightback	NOT
spelt realiti bori johnson bluster  bravado cant mask utter destruct brexit rout take cours upend peac  prosper eye wide open time us stand togeth face tori belliger brexit	NOT
thehil never press secretari dishonest corruptgop impeachdonaldtrumpnow impeachdonaldtrump trumpisatraitor	OFF
shameonicc    icc dhoni glove   icc plane match 	NOT
 back mamata want take away good posit mood countri chandrayan show govt bad lighttheir anti hindu attitud also shown visit ladi jihadi attack doctorsmamata psychoph	OFF
afridarahmanali thousand spectat flock england various part globe sever disappoint rate even fair game anymor iccworldcup shameonicc 	NOT
joeyndavid realdonaldtrump goe doubl douchebag unit state love america shall rise one get complac hit poll even disastr wantt newli elect presid	OFF
trumpâ€™ best peopl fucktrump realdonaldtrump 	OFF
make countri great  invest educ rather incarcer  make discrimin form punish law  invest art  pay livabl minimum wage   roll back protect alreadi huge marginalis communiti    pride fucktrump	NOT
junior doctor refus meet mamata nabanna want cm meet end impass doctor continu strike   doctorsfightback istandwithnr nrsmch savethesaviour savebeng 	NOT
tehseenp economictim incindia etnowl  crore scam  gullibl muslim investor  cheat mullah  politician name halalabank harambank  cong leader seen accus imafraud imajewel imascam imajewelsscam imafraudcas	OFF
demolecular â€œgoodâ€ shout notmypresid  duck year itâ€™ feasibl amp appropri everi good decent amp patriot citizen shout   trumpresignnow   trumpisatraitor trumpresign   bc ounc human  notmypresid  ceo trumericaðÿ¤¦ðÿ½â€â™€ï¸	OFF
emilythornberri canâ€™t wait see salti tear flow leav eu  disgust vile nasti undemocrat like parti    brexit outmeansout brexitmeansbrexit brexitpartyuk conserv labour libdem snp	NOT
thread great import florid profan    fucktrump 	NOT
realdonaldtrump disrespect flag public hump amp speak think might check suprem court rule also problem hostil dictat attack elect amp democraci spare fake patriot rap  trumpisatraitor	OFF
skynew   borisjohnson  distast comment muslimwomen   borisjohnson antimuslim islamaphob   also bring father  brother sister down street  johnson dynasti  like trump ðÿ™€ðÿ¤¢ 	OFF
young eritrean risk death migrat here   refuge migrat	NOT
geez make excus attack iran  war would rais trump approv rate time  elect fucktrump	NOT
general elect borisjohnsonshouldnotbepm 	NOT
video protest even delhi sikh make proud good lesson learnt past also slap mock delhi sikh b slur say sikh state dont know stand nope much fuckdelhipolic	OFF
mikey promis solv mysteri alreadi hand full fullfledg murder still loos mustread fiction thriller mysteri children  ruthadouthitt avail amazon gt  	NOT
doctorsprotest doctorsstrik doctorsfightback     countri differ state differ polit parti treatment doctor      doctorsfightback westbeng     fought back uttarpradesh    	NOT
doctorsfightback angri relat patient rough mishandl doctor old stori protest doctor counter misbehaviour bjp achiev first convert muslim vs doctor	NOT
parliamentsess    aimim presid barrist asadowaisi  congratul speaker said speaker must ensur elect govern becom monarchi remind speaker discretionari power say must upheld	NOT
bang goe quit afternoon watch cricket bang hammer next door almost forgot sound like dickhead ðÿ¤¬	OFF
happi johnmccainday realdonaldtrump  thought gonna say birthday huh fuckyourbirthday fucktrump yourmomshouldveswallowedyou	OFF
mkraju lyin ted pluto last day trumpisatraitor	NOT
whatâ€™ wors hillbilli  hillbilli revv  engin driveway  min  douchebag	NOT
english love buffoon bori johnson joke went tragic wrong  news  time   borisjohnsonshouldnotbepm	OFF
realdonaldtrump shes humangarbagejust like pussypotustraitortrump cowardfucktrumpfuckmagafucknaziamerica	OFF
shashitharoor newborn babi die call doctorsfightback	NOT
theyr fianna fail b team talk	NOT
hahaha imafraud siddaramaiah anavaru doesnt even know mansoor khan say met event come rroshanbaig mani pictur float around sir   	NOT
mipaltan shameonicc  winner incred  undisput reign  attack powerhitt pain none england rain icc cricketworldcup bcci  ecbcricket   ajaydevgn  akshaykumar amlahash shahidkapoor 	NOT
scream void listen maddow morn clip asshat say would glad take foreign help like dont alreadi know yeah im fuck angri angri fuck     fucktrump 	OFF
often hear tori muse borisjohnson premiership â€œwill cheer everyon upâ€ parti look like go hell handcart reckon might well hurtl toward inferno smile face  borisjohnsonshouldnotbepm 	OFF
guess gone mani exam interview life career expect good outcom your prepar life your talk hard  month hard  month youth said live say enjoy 	NOT
realdonaldtrump love childish tantrum lol fucktrump iamachild smallpeni	NOT
shameonicc trend pretti much tell us far becom sport nation  blame organis bad weather serious  icc name england host    may june pretti much english summer icc much wrong	NOT
icc turn bccis request allow msdhoni continu wear armi insignia wicketkeep glove icc say regul icc event permit individu messag logo display item cloth equip   dhonikeepstheglov 	NOT
hindu dont want food deliv month season  zomato religion ass food religion     muslim accept non halal food  z forgiv us high respect religi sensibl thi command boycottzomato	NOT
oppo confus spend  bcci sponsorship logo less recal compar dhoni indianarmi balidanbadg     cricketworldcup cricket dhonikeepstheglov   dhonikesaathdesh   msdhoni bcci adgpi oppo shefvaidya atheistkrishna unsubtledesi	NOT
 jesus make hvac douchebag 	OFF
mittromney johnmccainday thank fund rais promis obamacar repeal republican voter screw decid import put first screw trump person vendetta  rino like  preciat douchebag 	OFF
 kellyannepol realdonaldtrump hey georg wife lawyer right isnâ€™t risk disbar violat hatch act step would turn back good side forc one take trump downðÿ¤”ðÿ™ trumpisatraitor	NOT
rule dhonikeepstheglov     game loos  match fee   game loos  match fee   game loos  match fee      dhoni millionair afford loos peanut pride countri     indiawithdhoni 	NOT
meanwhil india  iaf men miss plane âœˆï¸ six day nobodi idea becam pair glove ðÿ§¤ import   dhonikeepstheglov	OFF
fifteen ag slam trump move limit feder author clean water act     trumperrhoid like swamp deep dirti toxic  downstream trumperrhoid fuck dont care    fucktrump 	OFF
new mind map tool maintain good balanc simplic function help bring idea life give tri dont hesit share feedback us  	NOT
bill would said trump would us militari level one iran base fraud	OFF
noth els matter  istandwithnr doctorsstrik doctorsfightback doctorsunderoppress doctorsagainstassualt 	NOT
protest violenc doctor  doctorsfightback   doctor   standwithnr 	NOT
innoc peopl especi drastic higher power bracket pay let face bryansing fuck rapist hollywood enabl prey young men decad rapecultur hope karma come enabl 	OFF
wait  even aus know rain today rain  cricket  shameonicc	OFF
 mamataoffici happen attack arrest attempt murder  doctorsfightback	NOT
icc deserv cup  pathet show    instead wast time dhoni glove plan better part       sachinrt  rahuldravidfc    virendersehwag  shameonicc   shameshameicc  cricketl 	NOT
stand alway made us proud ðÿ™âœœdhonikeepstheglov	NOT
iâ€™d celebr better man day johnmccain hero patriot  trumpisanationalsecuritythreat bone spur neither patriot hero  trumpisatraitor trumpisadisgrac trumpistheenemyofthepeopl one would say thing mccain 	NOT
jimialex nytimespr realdonaldtrump potus trumpster plan burn book amp newspap articl fascist dictat state start call press traitor dont print favor articl leader dont read anyway would matter trumpisatraitor	OFF
johnmccainday realdonaldtrump day  fucktrump 	NOT
fuck trump anybodi vote lyin pos  fucktrump 	OFF
realdonaldtrump actual itâ€™ hope ðÿ'©iest fatherâ€™ day ever dickhead happyfathersdayobama 	OFF
leav deal reset negoti	NOT
 betoorourk win youâ€™r even go make debat littl zero percent youdouchebag	OFF
aiim doctor go strike import make point standwithdoctor violenc doctorsfightback 	NOT
iamcardib act like badass goe around report tweet hate speech call exact claim sheâ€™ proud youâ€™r weak knock rapist	OFF
 funniest part one els would even notic cough wouldnâ€™t point douchebag	NOT
minist drrpnishank move central educ institut reserv teacher cadr bill      via youtub	NOT
californialaw say isnâ€™t murder prosecutor disagre nine year jail await trial neko wilson releas california chang murder law last fall 	NOT
shashitharoor even wont criticis mamta govt mob  peopl attack hospit beat hell doctor terror patient  hit  yr old doc bad skull broken amp state coma      doctorsfightback doctorstrik	NOT
bleacherreport brhoop liter seen  grade girl basketbal far better shoot techniqu overal look bozo  douchebag	NOT
congressmuktbharat hone mein thoda hi time bacha hai incindia  rahulgandhi  still live past  introspect today youth public well inform fall prey tactic   best     	NOT
disbeliev indianarmi pmoindia claim balakotairstrik want detail     mamataoffici omarabdullah     balakot detail reveal	NOT
writer consid bad influenc muslim youth lifetim celebr iconoclast today     sex islam literatur women	NOT
todayâ€™ rise xenophobia product icelandâ€™ racist past islamophobia antimuslim 	OFF
killingev addict love amp respect anim run blood ask amp see happen  ðÿ³ï¸â€ðÿœˆ resist fucktrump	NOT
say idiot support someon fit descript fucktrump fakepresid 	OFF
arrog fear knowledg embarrass rein carer cant control    fearti  wheresbori   borisjohnsonshouldnotbepm 	NOT
fk luci need chang bloke realli like wouldnâ€™t want chang douchebag  loveisland 	OFF
realdonaldtrump senatemajldr markwarn feel closer impeach jail lash impeachdonaldtrump trumpsaninternationaldisgrac trumpsworsethannixon trumpisatraitor trumpbirthday	NOT
realdonaldtrump anyon commit treason treasonoustrump    criminalinchief trumpisacrimin trumpisadisgrac trumpisatraitor trumpisafraud trumpisamoron impeachtrump ralli treasonoustrump 	OFF
dont support mamataoffici muchstop nd treat patient protest even save live idiot hv made ego issu issu r imp ppl r die protest work break  doctorsfightback   savethedoctor	NOT
im med student  support futur doctor  support professor support parent  one man one voic  med student danger  moroccan student danger   doctorsunderoppress   doctorsfightback	NOT
etsi shop benedict donald call presid traitor shortsleev unisex tshirt  cloth shirt streetwear trump impeach treason traitor fucktrump impeachtrump 	NOT
well would rori mp annemari trevelyan opportunist bitch run fuckwit campaign  would suggest borisjohnsonshouldnotbepm   good come though  tori finish 	OFF
hangtilldeath rapist punish u think want connect  kathua rapist elig punish â€” feel hurt	NOT
use tampon  trump     fucktrump 	NOT
dont turn leader debat know cant ars get mps pledg support yes make sens display level contempt entitl theresa may show last elect toryleadership borisjohnsonshouldnotbepm	NOT
doctorsfightback    ðÿ'‡ðÿ'‡ðÿ'‡  world biggest bhandara massiv blood donat drive pledg whole bodi donationdowri free ampintercast held  june  	NOT
realdonaldtrump hey dickhead someon read ðÿ–•  	NOT
borisjohnson dont forget comb toupe also pubic hair bloodynterr rat urin moral  polit la trump nfuck go away thank  	OFF
impress wish exercis take place india sooner later face calam 	NOT
loooool tell whole muslim ass famili quot sister act movi word word	OFF
abus cant obstruct rise india leadership narendradamodardasmodi ji looter countri mustnt take advantag democraci gandinaaliabus	OFF
wari appear tv  background tri appear jihadi warrior gandinaaliabus	OFF
peterkessl charlierymerpga guy isnâ€™t worth time charli douchebag	NOT
newsweek know real trump america cant surviv four year    fucktrump   fucknewsweek  trumpconcentrationcamp   trumpisatraitor   trumpcriminalinvestig   trumpsaninternationaldisgrac   trumpresignnow	OFF
nation concern dhoni glove entir miss planedhonikeepstheglov 	OFF
realdonaldtrump anoth one bite dust    fucktrump	OFF
itâ€™ flag well  other across world amp madonna keep logo     wanker      dickhead     madamex   madonna   pridemonth   pride 	NOT
icc still time chang schedul bcci vs therealpcb match get wash sunday peopl nation wait  year contest game cancel icc idea heat theyâ€™ll face shameonicc engvswi	NOT
dank alankurdi   refugeesarewelcom   nazisarenotwelcom	NOT
bengal doctor agre meet mamata banerje set one condit  â€¦	NOT
flotus would better  orgasmic pornhub firstladydoesdalla freeblowjob fucktrump classi resist trumptantrum jackieo lookmomnohand skillsandthril voteblu deepthroatchampion disneyland 	OFF
icc stop dhoni cant stop fan    jaihind ðÿ‡®ðÿ‡³  msd dhonikeepstheglov   balidanbadg  iccversusindia iccworldcup  gabbar shikhardhawan rohit indvaus bleedblu  sachinopenagain askstar  cricketworldcup 	NOT
kasab aliv today even would claim tukaram ombl forc chant jai shri ram voila	OFF
mamamadison first tattoo say rapist forehead	NOT
cant understand stupid one cant let go arrog ego whole fukin state  doctorsfightback  dididividesindia	OFF
biggest fan week warispathan aimimfansclub  thank via  â€¦	NOT
momentsindia icc donâ€™t mess india ðÿ˜¡ðÿ˜¡ dhonikeepstheglov dhonikesaathdesh dhonikeepbalidaanbadgeglov dhoniglov	NOT
 youâ€™r realli stabbin grabbin straw  go away     murder	OFF
doctorsfightback  doctor govt medic clg surat protest violenc doctor   save savior 	NOT
mani overal mani overal oh limitless say limitless amount overal  cool iâ€™ll take â€˜em overal summeruniform hell still fucktrump 	NOT
futur prime minist  possibl happen right    johnson bad hurt   guppi  probabl get coupl black eye crack rib someth like      borisjohnsonshouldnotbepm   bollockstobrexit 	OFF
entir fuck person	OFF
xixianykus assum longer acquaint  douchebag	NOT
realdonaldtrump hope happi birthday mr presid go kiss skinni  year old ass never ever goddamn presid donâ€™t care hell think fucktrump 	OFF
report payment could threaten nras exist resist resisttrump fucktrump 	NOT
pakistani player offer namaz mani time ground never get object icc  ms dhoni cant wear armi insignia glove    dhonikeepstheglov	NOT
swiggi cri kitchen rn    zomato	NOT
free sex right muslim women  bachelor 	NOT
keithboykin ilhanmn like warmong   hezbollah rapist murder   what point townclown democrat lie lie vaguetruth	OFF
vigilant help steve bannonâ€™ group privat border wall near el paso resist resisttrump fucktrump 	NOT
drgeorgekro realdonaldtrump     agre hand hillaryclinton ðÿ¤£ðÿ˜‚ðÿ¤£ douchebag	NOT
gop senategop housegop foxandfriend foxnewssunday hey  investig disgustinghumanb illegitimatepresid liarinchief rapist childmolest chesterthemolest incest 	NOT
promin white supremacist still youtub wake ban resist resisttrump fucktrump 	NOT
shine diva italian design non precious metal jewelleri set                  doctorsfightback savebeng amazon flipkart deal dealoftheday amazingd offer discount jaishreeram modiforal	NOT
hmoindia  amitshahoffic     bcci brought goi control full corrupt compromis coward sake money alway let us patriot fail take icc headon matter nation pride shame dhonikeepstheglov	OFF
dhonikeepstheglov icc new british raj dictat coloni wear bcci look money aspect bow british raj master	NOT
trump never took help russia    id absolut    impeachtrumpnow trumptreason trumpisatraitor   	OFF
mrtomyoul rorystewartuk hear think hes incred bright awar genuin might time vote man parti sometim messeng look differ think amaz intellig voter planet trump mayb borisjohnsonshouldnotbepm 	NOT
drharshvardhan   sur  make central govt rule  pass respons  indianmedassn   doctorsprotest   doctorsfightback 	NOT
humbl tribut sacrific day jhansikirani  laxmibai symbol unbeliev valor women empower sacrif live freedom motherland braveri    à¤²à¤•à¥à¤·à¥à¤®à¥€à¤¬à¤¾à¤ˆ 	NOT
listen de pfeffel    ireland allow backstop claus drop would big threat countri britain leav without deal leo varadkar said morn      borisjohnsonshouldnotbepm  bollockstobrexit 	NOT
peopl eager wait  year cricketworldcup see rain see match get abandon see team share point without even proper competit that realli shameonicc 	NOT
mrs mamata banerje fell ill call polic doctor  doctorsstrik  doctorsprotest  istandwithnr  doctorsfightback 	OFF
first time potenti leader actual believ rorystewartuk come across honest truth need gentleman pm leadersdeb teamrori borisjohnsonshouldnotbepm	NOT
even offic yet alreadi hes twat dickhead  	OFF
thedweck murder   letâ€™ bombard	NOT
 psychictaxi  redinpa realazkyl     ricklrobbin   joitaliaphd cyberwalk saywhn  kirolossam   romesburgjeremi  mystorme  potus anthonyguidera  nationalistof  johninphx  roseandkim   pinkieclc azgrl    nikkythabe    tonnabonnona  suziemccloud   realreginac conijsteel   holi sht  gotta agre patriot douchebag    iâ€™m gonna leav hereâ¤µï¸â¤µï¸ðÿ¤£ðÿ˜‚ðÿ¤£    primaryromney  draintheswamp 	OFF
dearauntcrabbi  trumpisatraitor  mccainsahero happyjohnmccainday forget pencekneweveryth	NOT
curs imran   bloodi swine     pakistan   ù¾ûœù¹ûœø¢ø¦ûœù„ø§ø¦ûœù…ø¹ø§ø´ûœø¨ø¯ø­ø§ù„ûœ   imranhataomulkbachao 	OFF
awudrick guy douchebag man card revok	OFF
realdonaldtrump hillaryclinton winner popular vote  without russian conspiraci would right place white hous illigitimatepresid lost trumpisatraitor trumpsaninternationaldisgrac trumpcriminalinvestig 	OFF
iâ€™d rais brockturn rapist wouldâ€™v commit seppuku live youtub thatâ€™	NOT
two unbeaten side  india new zealand  beaten rain ðÿ˜•ðÿ˜•  shameonicc	NOT
dear icc havent done right  stand msdhoni  dhonikeepstheglov 	NOT
realdonaldtrump inform govern start republicanswho gave fbi unlik     trumpisatraitor	OFF
wonderchef power aluminium pressur cooker set  silver            doctorsfightback savebeng amazon flipkart deal dealoftheday amazingd offer discount jaishreeram modiforal	NOT
